id,name,label
25aa40ee3ab44a1885d5b356a3fc4be1,整式,KnowledgePoint
093e745ebc3c48649a2d7cfb24ee3e48,整式,KnowledgePoint
04fdf9f8cba6407dba13223fd5071e25,整式的加减,KnowledgePoint
bd6c34efcab84434904eac7a5cb0d289,分式,KnowledgePoint
b89cdfd96045468cbef2a5ce8fb0a72a,二次根式,KnowledgePoint
cfb3910167524ac8ae50707a20431c4c,方程（组）与不等式（组）,KnowledgePoint
d16d03c801cc4514a36d1dd180925f02,一元一次方程,KnowledgePoint
87da0c3df5324465b269d79d51e27863,一元二次方程,KnowledgePoint
a3dcb5368b814c5c8cc2a5fd963fa578,分式方程,KnowledgePoint
d4e3ba7703ea4049829003ab1929a447,一元一次不等式,KnowledgePoint
d555ec93bc4544fbb607fdbf95fc37bb,二元一次方程组,KnowledgePoint
c275fefd1e444e99970a4c1fa3e3d1a1,函数及其图像,KnowledgePoint
ee8f6303090e4de189c1be55f1f9937f,函数基础知识,KnowledgePoint
985ceac3d74f43719d85299e317afe3b,一次函数,KnowledgePoint
1eb16df47a3046f1ba4a34665f34a827,二次函数,KnowledgePoint
8bc8ecb523fd48c2be72fe24c364100e,反比例函数,KnowledgePoint
4ccb36a64fcf49f6b926181f62c8c34b,统计与概率,KnowledgePoint
0b4e4514b29f47b2abc4e4093ae162db,统计,KnowledgePoint
e5c6da43bd954bbf9c1239a8a5d68a67,概率,KnowledgePoint
4949b48f447646b0a290b6615a0454f5,图形与证明,KnowledgePoint
675d76de34f84584be57b9c12b1e7749,立体图形,KnowledgePoint
023501933ab04b4d91d8c0ab0900b61a,点、线、面、角,KnowledgePoint
6936635bb69e4dc5bad93297112bd34e,三角形,KnowledgePoint
8a8a71b9c3ab48f0bfebed498e9835d0,四边形,KnowledgePoint
a9a129f7ce764f9f9b6edf84b1fd566c,圆,KnowledgePoint
fbe9ad484b8a4bf7805f02f2c29faaef,解直角三角形,KnowledgePoint
14ba7e7f6b08447888d160c61549daf4,图形与变换,KnowledgePoint
d5c3c78e1a714676a04d8a84d1283728,图形与坐标,KnowledgePoint
06694c94a14542dbb35d79248638404a,图形的对称、平移与旋转,KnowledgePoint
653f81ae26ae4abbabca84e4181ab076,图形的相似,KnowledgePoint
a9053717074949e8b70e0cdf94f636dd,投影与视图,KnowledgePoint
f2a607b2a45b47728b7a2ddd9db18268,实践与应用,KnowledgePoint
1eec85f4a2ec4a20970539ebb607c60c,初中英语综合库,KnowledgePoint
a639cd95aa7740aaa5dd82a4bd9fd4e8,词法,KnowledgePoint
ed8a5c0012fd4c3aa5e36ca1e42e6a12,动词和动词短语,KnowledgePoint
7ac0d3fa24fa4a5f8346f2c3aa6ceab2,相似、相近词比较,KnowledgePoint
4320fd0307664ad88815342d2ec142b7,名词,KnowledgePoint
eb93bed93f0b4650948d49bca7ca3916,介词和介词短语,KnowledgePoint
cac7b8c7aa974ee1ab24a18bd34dc6e9,动词时态,KnowledgePoint
c8b3317b0a7e4ba2b3a3aaa7a724024a,动词语态,KnowledgePoint
0168e8dfff0b451e9dfb7891da19a9f7,非谓语动词,KnowledgePoint
6cb92b53378e4895b2e2d376b8950760,情态动词,KnowledgePoint
d5f09a6702e242fbbc3bf7ab1e4de5bd,数词,KnowledgePoint
3d9b9a87cad7408d9d8d439cd565c35d,代词,KnowledgePoint
635e93cdb0ad4535aa60ce9ee4bd1d0e,人称代词,KnowledgePoint
c9f8ee7c5e8c4251baf974cd034a4737,物主代词,KnowledgePoint
4037a7c2f2944dd1bc52d9a857c0941f,不定代词,KnowledgePoint
eb52cbb9cc24459f8ba508a7ae856750,指示代词,KnowledgePoint
b245e77371e74dd18e6e8e712f2a384e,连词,KnowledgePoint
11b8ccb47f9b4cbeb2fc5d1f78db57bc,形容词和副词,KnowledgePoint
5fbe569de7e14233a767b031bba89aea,形容词最高级,KnowledgePoint
7d812080620543b28825ea7710f68b92,形容词比较级,KnowledgePoint
180d04e4b8cf4840b83806d45ba4b89a,副词,KnowledgePoint
92c624312bc3457bb1413cba7a47300f,构词法,KnowledgePoint
75156bb9baf84a088c13343564eef7ef,冠词,KnowledgePoint
72f1f34bd5bb4e698c73067735f3d557,句法,KnowledgePoint
8c93f240d9534cfcbb8ba36bbeabaa24,句子的成分,KnowledgePoint
b334445a691d4e55a4302645c230663f,句子的分类,KnowledgePoint
6226038df6454b1fa86f5a81e1e8c87b,简单句,KnowledgePoint
98f539db2441404eabe77174f861fbfd,并列句,KnowledgePoint
ad2e2f46b1f24c74be8affdb017cbec2,复合句,KnowledgePoint
5b9147d0d445499f913f095603a6987e,主谓一致,KnowledgePoint
1335e9a2c6b148daa606133a2f1315a2,主、表语从句,KnowledgePoint
f4e0a192e5a1473ca3153274e048a5a2,状语从句,KnowledgePoint
09901c46c5a14991b5b6a854633181de,定语从句,KnowledgePoint
32314c5fd9ef4ee2bf73bf912411a25d,非限制性定语从句,KnowledgePoint
c2a70dbd92d44231a90fe0aacce3d9be,宾语从句,KnowledgePoint
0fe75219b8144be29e39552d916288ad,反义疑问句,KnowledgePoint
f228a947254846f7b2774e124bdee037,直接引语和间接引语,KnowledgePoint
b3ed604b24cc4ffaa79fb57240b24f38,句型转换,KnowledgePoint
99b374168234408a9a74053e1b26ee83,虚拟语气,KnowledgePoint
f77f123f2c784f8b9d5af812c2b5c210,感叹句,KnowledgePoint
3a548b9a59004c4d86a1685b0a3b5696,What引导的感叹句,KnowledgePoint
87618c5a7a7d4099bb7a9c921924ca0f,How引导的感叹句,KnowledgePoint
96e87a6296434e03943034e042665ce1,强调句,KnowledgePoint
90a6ac5f21f34d738abac68410dfa896,倒装句,KnowledgePoint
ceebeb1ddc7346409515e38d0c330f69,名词性从句,KnowledgePoint
ac1d350389064896935703446f4311ad,一般疑问句,KnowledgePoint
ac4a7fee80e74450927723c6a79b32e6,祈使句,KnowledgePoint
fbae7f54e4734c5b8ea14d4d0a09816e,完型填空,KnowledgePoint
8f65f6fe4a0949b9a8ab5d4a37860a7b,日常生活类,KnowledgePoint
ecd39b5fa07f4eb2b82662eae9189323,人生百味类,KnowledgePoint
fd958fcab6c243828b1107d6f37459e6,科普环保类,KnowledgePoint
831418b18c6945698d602fcc1b51caeb,政治经济文化类,KnowledgePoint
fd8d51952d964373b32d584a611f2af0,人物传记/故事阅读类,KnowledgePoint
67eca1a1b9644e57b3d91f4c0585082c,教育类,KnowledgePoint
d99d164db9e149db80caa2fc6af480fe,广告布告类,KnowledgePoint
5736bb88d7c44542aaa13ebd0d5d5f53,健康保健类,KnowledgePoint
b49acca1ff5e486c9e999875c82a9097,社会现象类,KnowledgePoint
a2e3dde5fd6d4a32bcabba318cee188c,新闻报道类,KnowledgePoint
aceb908807e2446da584d080ac677352,社会历史类,KnowledgePoint
cf0bd1c9492443ad9f3bf37462c40ab9,记事类,KnowledgePoint
84e881da83e24d3faaa99dbd177962fd,记述文,KnowledgePoint
e1644388b5c74eb7b12126b582799ecf,阅读理解,KnowledgePoint
3c44b4b103174a62bbde8faab3267db0,日常生活类,KnowledgePoint
39a644ee13374c199ad288bbe14b9f64,人生百味类,KnowledgePoint
abf07662f37449b0a5d407c29fd07f74,科普环保类,KnowledgePoint
0b57b0c347ef4d3d93bbd98b533856d3,政治经济文化类,KnowledgePoint
68bb719545a04bb4bbe9800289e2c75a,人物传记/故事阅读类,KnowledgePoint
254fd7f3c3e34e99aef94dbbaa7510b7,教育类,KnowledgePoint
c8ab1ca002b24e86a390fa0aca91a849,广告布告类,KnowledgePoint
9e6c505678284613bc2df248f6ccbf6d,健康保健类,KnowledgePoint
03df85d4a5a644b282d8f9858d7a92fa,社会现象类,KnowledgePoint
a2eb6f3ed15a46549c9da26390239a06,新闻报道类,KnowledgePoint
e86f3d7dee474a65a10880ca53383c36,社会历史类,KnowledgePoint
065baed8212f48f79313c7dfc0f70f67,说明文,KnowledgePoint
40b9a1cdf4cd45f6958c93042cfcbb38,记述文,KnowledgePoint
cc9a513f99f14286875fad4d3044b81c,写作,KnowledgePoint
e43b334f7c744030b4db47a79c8166d2,命题作文,KnowledgePoint
44fe78f4aa064612867f7f109e5c9045,应用文写作,KnowledgePoint
d13fd9c1c482423192ae1f0c39732fce,看图写话,KnowledgePoint
7ed0290651a94c5fa71711e2ad92d78d,其他,KnowledgePoint
d5d3d44f0468462da87e0e0056676fc0,提纲作文,KnowledgePoint
ae3b8deea744416d809b458d33d8b956,听说,KnowledgePoint
566808b9c243439baef6ecb5aa508b4d,语音,KnowledgePoint
ab2e53b969d646df98899f0e57875201,交际,KnowledgePoint
d62124ee57f74c02b3dda49d01080c59,翻译,KnowledgePoint
a195684797f043658686d2d7c7a8b6d4,汉译英,KnowledgePoint
0b63c86bb66740c7abf6b6043918c0bc,英译汉,KnowledgePoint
c4dd7391e1814890a85e3952ea2b3f29,短文改错,KnowledgePoint
11a8c10e41784858ab5b52b8a102050b,其他,KnowledgePoint
67f5b9dda6244f71a85d7e3c434c6ce1,单词拼写,KnowledgePoint
7ebd364173974c5f9b0631dcdf47c955,补充句子,KnowledgePoint
88832cab4a44443690225a3686570be1,选词填空,KnowledgePoint
dd931d6eeb4745259d890cd82b98d243,句型转换,KnowledgePoint
660e7fb609a8449796388e1ecca17915,补全对话,KnowledgePoint
8cd36a577690447783bf19e838a327b6,情景交际,KnowledgePoint
2eea910a0cd24331810b0c44030eabe2,七选五题型,KnowledgePoint
025e030d3d1a4a41b5b4413d01ccad93,短文填空,KnowledgePoint
a15eac30f6a6473face57c81d3af0d0d,口语应用,KnowledgePoint
583960cc6a58499c82321e74be2997ae,阅读表达,KnowledgePoint
bb594ab4ce6d4842b517d99f6d2cb0bf,语法填空,KnowledgePoint
4dd5e1a20a2e432ba0cb5282bd7d8a19,初中物理综合库,KnowledgePoint
738910ec265047ab9cb1d674993779fb,力学,KnowledgePoint
accaf9b50573457aab986e9cb61a26e9,测量的初步知识,KnowledgePoint
112d1c35f7684f1198e93650b797b544,力和运动,KnowledgePoint
cdac5d19665d4ac88a6c67a4cc9f59fd,运动的描述,KnowledgePoint
5f63aac6b4e946f88a82508cda20019d,运动的快慢,KnowledgePoint
24eea90915eb4ff188a65e72e40accb6,长度时间及其测量,KnowledgePoint
6cdbe961480a4e9399637610035f7339,力,KnowledgePoint
de58eea43977431cb15a70aeb2dc35fe,牛顿第一定律,KnowledgePoint
f782e32bf3714b9e9fdfc25fcef5ea0a,二力平衡,KnowledgePoint
7c82153ed57c4fe3ba818493f028c870,质量和密度,KnowledgePoint
e5e5e351d6b14f73a3fef15488227845,质量,KnowledgePoint
ec29f7d8756c41078153168c4a16304d,密度,KnowledgePoint
d769d410fb0640c8a625d4e0d0c2c328,测量物质的密度,KnowledgePoint
376f68c335084ad49e6932506e31ece7,密度与社会生活,KnowledgePoint
391c6c4a3fb9413f972adaca1a637605,压强和浮力,KnowledgePoint
5a7522c393284a6a8108c8e339ef734e,压强,KnowledgePoint
a557f88d988f4bbc8062b632bfaf18dd,液体的压强,KnowledgePoint
f19cf208800c47dca0eef7775766ed63,大气压强,KnowledgePoint
6cabd17ada7441ac9893f27031678fbc,流体压强与流速的关系,KnowledgePoint
4c88573740dc428c8e1d3d6c3be68443,浮力,KnowledgePoint
1e7ad0f6f5ed4f09af61f146d9f4c3d9,浮力的利用,KnowledgePoint
65317fe5a991435d81c87af6e1f957c0,力学综合专题,KnowledgePoint
de4c0284a5c54c9183b7d934ed251cbf,热学,KnowledgePoint
7c95898a9abe47dc99fa9b16ea952a9a,温度和物态变化,KnowledgePoint
0dc3a791599047668007c5e38f58f8c8,温度计,KnowledgePoint
039b4ebf90174864986ae66547e43e3f,熔化和凝固,KnowledgePoint
282498f51fd642fcb0934b0782823a2a,汽化和液化,KnowledgePoint
d8ad3d22377d421dbf304cf1556de3a3,升华和凝华,KnowledgePoint
ba0dcb031c7f41b687b755a7a2d0366a,热和能,KnowledgePoint
b328313363e847fba5446b13932f24fe,分子热运动,KnowledgePoint
2e9d4fa0c3dd425eb95f51747ddde30d,内能,KnowledgePoint
0052fccef4d749a482ed78836f35e039,比热容,KnowledgePoint
dd5d8f8588e542b4a72746b94024c03a,热机,KnowledgePoint
849ef30d1d67473c82ed44d1b4525561,能量的转化和守恒,KnowledgePoint
7e874eaac74340f887b3295ee731da48,能源与可持续发展,KnowledgePoint
6e26eeb7b40c40a18519b4928563c059,能源家族,KnowledgePoint
06d748783d6240c2a20d4fbdb85fbfe8,核能,KnowledgePoint
3f13ee4882c04d66af97f1a650e625cd,太阳能,KnowledgePoint
b77838ea5561489687dbd803268b68a1,能源革命,KnowledgePoint
86d52fb08fb14f5ab4857198acf6ae4f,功和机械能,KnowledgePoint
54871dc5856a4932baeebbae324efd9d,功,KnowledgePoint
924e23436a0947ca898d4c549714a49d,机械效率,KnowledgePoint
d340f76977cc49f38e20c62386f64078,功率,KnowledgePoint
2bc9c083496b4671b61f637daa7698a2,势能,KnowledgePoint
3601c2b24c164d9db8ffcb88d06b6a67,机械能及其转化,KnowledgePoint
e2e80abb10d3414597ea5a31f921b736,热和能综合专题,KnowledgePoint
0ed6c2066b0a4f5f94016a1b8817d8eb,光学,KnowledgePoint
8456601706334b338041d23090675223,光的直线传播,KnowledgePoint
8d114fcc75e84c14ae2c29de5c2511d7,光的反射,KnowledgePoint
b678d1e50def4219802c534168356b5a,光的折射,KnowledgePoint
b6dfbc94cc4143e3a1044c357f1c2054,平面镜成像,KnowledgePoint
acc96e9305134d1ba0dc9dc44fba1b53,电学,KnowledgePoint
79ef89bf262646ce9c703164ca624127,电路、电流、电压和电阻,KnowledgePoint
bea49060484b42f584c1e95eccbdec4a,电荷,KnowledgePoint
a7a4ff94f01949b1b527d364b02b5196,简单电路,KnowledgePoint
b6a245f135cd482d90b0ee4dd617a220,串联和并联,KnowledgePoint
9b7a4a0eeed840bc897904dd5992e33f,电流的测量,KnowledgePoint
722324525dee4cce83e0ea5d928b7df9,探究串、并联电路中电流的规律,KnowledgePoint
af5f8b753e0247e198ac5e590d0ef899,电压,KnowledgePoint
bccd6f9a65e946cd8c42f595b40b3437,电阻,KnowledgePoint
5dcdc890cc5d4f418e4fcef3d284119c,变阻器,KnowledgePoint
893b898166df4ab8a8b4a8b549e78cee,探究串、并联电路电压的规律,KnowledgePoint
9f52a4ddf8f24273b955864d4cb9403b,欧姆定律,KnowledgePoint
998c3246e53b4bfd8773864a0c60feee,探究电流跟电压、电阻的关系,KnowledgePoint
bcc30a9e622340e881431679ef973da8,欧姆定律,KnowledgePoint
37fcf263804c48f9b07139d9e756f952,测量小灯泡的电阻,KnowledgePoint
173d1acaabf74489a0319cacd4e1178d,欧姆定律及其应用,KnowledgePoint
23c3319d86004d5f80bc642695dcb073,电功、电热和电功率,KnowledgePoint
872bd8bafceb4602b62d6e087d19bdcb,电能 电功,KnowledgePoint
9e66d78273714fd9b2b502b93ab7b6aa,电功率,KnowledgePoint
29fbfe6c6ce04635bb9723f5af2549db,测量小灯泡的电功率,KnowledgePoint
47dc58023e4243469d86e58a4638ccf8,电与热,KnowledgePoint
c91cad6f52f3452f9d6a49948d711798,电功率及其应用,KnowledgePoint
d3e2156bca2c4bfd9fa7594fd618956d,生活用电常识,KnowledgePoint
9a8d73bd31a54da4a5744bd1134ace84,电与磁,KnowledgePoint
2af6dc5c7ce5480cb5dfe5a4e5161658,磁现象,KnowledgePoint
e76b6d8f18da4fc98de312a1ab0f8a41,磁场,KnowledgePoint
b9ebae9f036f495fabb7b702945459c2,电生磁,KnowledgePoint
be37fcdec14f438aa37cf20667e3b75a,电磁铁,KnowledgePoint
f666fd9e1ab94d33a687dd9c706271a0,电磁继电器 扬声器,KnowledgePoint
471e8b6d6ea047f0b29d88b1b2746975,电动机,KnowledgePoint
20876b247c3c4e03b51b3612b08ed39a,磁生电,KnowledgePoint
a5e2251c79d1452ea036248d3ec213b6,电磁波,KnowledgePoint
de4bae20ae624c06945b91f53570a2f9,电学综合专题,KnowledgePoint
612c1893fd814b51b2bdb9ec9e9434db,声现象,KnowledgePoint
bde02fbb3fe0425d8ae1e6faec0a719f,声音的产生、传播及特性,KnowledgePoint
b34a491293ad454bb4faef7d98157cb9,声音产生和传播,KnowledgePoint
46d0af9fa3f54eb8856fdc2a03a5ee38,声音的特性,KnowledgePoint
9baacd4567c24c0ea6b9e22465d4b556,噪声的危害和控制、声音的利用、超声波和次声波,KnowledgePoint
feb1457cb7e94a0f9f594b959bea3e47,噪声的危害和控制,KnowledgePoint
c1d75272eaf447e6a5ab8ccbbced5dd0,声音的利用,KnowledgePoint
1bf44affbbad4ce0814397f7bf0f842e,超声波和次声波,KnowledgePoint
f8cad40225a74bb8bf479bcd9d99e7dc,声现象综合专题,KnowledgePoint
16a7cbb0fd3e41ebb0a82040e94ba1fb,热点知识,KnowledgePoint
ccf682f68717425eaf8f09ba5c01fc9c,初中化学综合库,KnowledgePoint
7cb3835fef164ad89878d7fbd15af00b,化学基本概念与原理,KnowledgePoint
8cba042de9f545c8bf4e5be5486efdee,物质的构成和分类,KnowledgePoint
f80b9c3872884a1c8ce836462f901f11,物质的性质和变化,KnowledgePoint
236affef90224ac2ab9134c82d7048b4,化学用语,KnowledgePoint
cf62f24c9cb146be8a2dd7965dafa1b7,身边的化学物质,KnowledgePoint
c928fcdccd20491da33748a35a668b8f,空气和水,KnowledgePoint
613783138ad94a5ba7cbeb05a5e2a7fe,空气,KnowledgePoint
7e427aeab59c466e81caa2821c06f6e7,氧气,KnowledgePoint
a852c14907604505b4b7d9ad2039422c,制取氧气,KnowledgePoint
d5b6b498bb7145348edef70591ff5dd2,水的组成,KnowledgePoint
7f4ef59a72aa4cf09131c5b3b04c386d,分子和原子,KnowledgePoint
578c73be441547a58191a8848345bd85,水的净化,KnowledgePoint
268282fd580a4a08aee8e1b661595c02,爱护水资源,KnowledgePoint
66973b3cde6c44719a38d96a7b7e8aa8,碳和碳的化合物,KnowledgePoint
a3c0543860494c0381c13da8d17318ec,金刚石、石墨和碳60,KnowledgePoint
493e8a76030548d48b7ab861e791bda1,二氧化碳和一氧化碳,KnowledgePoint
02643ecda11744d08914253ddf99ff75,燃料及其利用,KnowledgePoint
5d573153a3194195b922102ecc2529aa,燃烧和灭火,KnowledgePoint
0be03f1f52804103822ab42f9b54a5e6,燃料和能量,KnowledgePoint
537e033e6c60417199c5f76d91d34cb5,使用燃料对环境的影响,KnowledgePoint
9a72d40801be4edba72f876ea46d0f21,金属和金属材料,KnowledgePoint
e93ebfe4cd124e3a83094a67b75d32e6,金属材料,KnowledgePoint
9e56aa56a6884984999197aa763e5126,金属的化学性质,KnowledgePoint
d238476a108944c2b24beb02403f65a5,金属资源的利用和保护,KnowledgePoint
2ab7cb789afe40d48bdc63f4948209be,酸、碱、盐及化肥,KnowledgePoint
4b65efea86bd444b8af79b03e41bfcb7,生活中的盐,KnowledgePoint
4050c109c5db4f0db05f57789032a074,化肥,KnowledgePoint
5bc591ff71d94870b5834059c9672141,常见的酸和碱,KnowledgePoint
7d8ec81e60cd4f1eb350f09cf2996366,酸碱反应,KnowledgePoint
88dec64ed04641a0868e566143238548,溶液,KnowledgePoint
165e8614e4ad43e1a83569541c0f4afa,溶液的形成,KnowledgePoint
7f2228b2370242559b0952b9522b13f6,溶解度,KnowledgePoint
ca4c831967ba4a628ea96bb8943eb107,溶液的质量分数,KnowledgePoint
319763f088734b20a0279478a9d60b10,化学计算,KnowledgePoint
2e0491befe5247d39d931a058cf642e9,化学式的计算,KnowledgePoint
f76101df5b5f4d5f94b31a4f6ccff30e,化学方程式的计算,KnowledgePoint
38e0a830b10445aca0b1b60c9df1455f,溶液的计算,KnowledgePoint
4532bb835a4f4854ad9c4b7240ff1efe,综合计算,KnowledgePoint
2b2e725955e641af8c89ede18c86a711,化学实验,KnowledgePoint
343f4c49d2a34f6f9f588091fcd54ec0,实验仪器和基本操作,KnowledgePoint
5dda77ee40994724811c0115ada55981,气体制取和净化,KnowledgePoint
2514d858d05645ebaf8bdd8ca3825adc,物质检验、推断、分离、提纯,KnowledgePoint
0a3338f30bca4df89a61227e567b1f31,实验探究和设计,KnowledgePoint
97fb03f49e624f72bbd16b45997a5de7,化学与社会发展,KnowledgePoint
252e7bfbe288457ead2b9d278234ab2f,化学与日常生活,KnowledgePoint
6887f04a96934aa1acb439d33425e011,人类重要的营养物质,KnowledgePoint
6b165f50d7194445bd46ea1d1274c07b,化学元素与健康,KnowledgePoint
e59305ac7ccc4fc9812437f9ae53b5ce,有机合成材料,KnowledgePoint
51cb9e28bb3941798e914d8a7bec4a2f,化学与能源,KnowledgePoint
98b4c005d3dc4e67b6d1a6e821712f1c,化学与环境,KnowledgePoint
67156a7b02834808882c3c8dad966e53,高中物理综合库,KnowledgePoint
4e0fcb73604d420d9e67fb56e50a441b,直线运动,KnowledgePoint
9a1c613d54d1485a948a5295419ba05c,运动的基本概念,KnowledgePoint
dcf78c2833b8468d803cd3b3ae7a108a,质点,KnowledgePoint
b48247a6eeda4515a03fb63b107a1e54,参考系,KnowledgePoint
d4585f8bd8e043158457b45f3aba40fa,时间与时刻,KnowledgePoint
28f4a243bf784084a72d31fb0c74a547,位移与路程,KnowledgePoint
52bb478da58e4e8cb0a44396d70b64f2,速度(速率),KnowledgePoint
c81d7b7cbca64f00a052ed9152312385,加速度,KnowledgePoint
a3ab2e8fdc9e4a96bad82a3c54571c38,匀速直线运动,KnowledgePoint
6bc3760abf444c21b7737b74d6d8bbc7,匀变速直线运动,KnowledgePoint
d03a012ac53e4d1f9ca4acdbe55cdbbb,匀变速直线运动基本公式应用,KnowledgePoint
72cfc80c705b4908af35cebf6a9a2005,匀变速直线运动导出公式应用,KnowledgePoint
0bc3bc03c1574c6dbd622328217fa2d9,自由落体运动,KnowledgePoint
b3b476d409fa4c60b5471025b35cde32,竖直上抛运动,KnowledgePoint
bc977e43290d46cea1cae760d0cd8619,运动的图象,KnowledgePoint
8d3662043a7245d28a56a7288127555a,S-t图象,KnowledgePoint
2b1e07b7a2a94ea994df272960adf8e5,V-t图象,KnowledgePoint
ff4951d7bf574d6a8d44b09f01c66e36,追击相遇问题,KnowledgePoint
544712edb8ce4adfa9a2c47161451c65,力与物体平衡,KnowledgePoint
702eda41b2944f9a98ec07f376c439df,重力,KnowledgePoint
5d7bf6a73a264b748feaecf44c570a24,弹力,KnowledgePoint
ff7af242698d4ff4b321148b8e1cd821,摩擦力,KnowledgePoint
52f630e49064459198854f87fc42704a,滑动摩擦力f=μN,KnowledgePoint
00088e68f28e462981adec167b9eb6b2,静摩擦力,KnowledgePoint
4f51a0d15dd2482b867fa74157dcea97,力的合成与分解,KnowledgePoint
0b9cfdf6639b4f079f77a6562af71c67,平行四边形定则,KnowledgePoint
3a65cd3e0dbe4ce18e6ec77df6ca964d,力的合成,KnowledgePoint
53c27f28abb14252abfb4afa377efa44,力的分解,KnowledgePoint
9efba9afb9a2494ab8c6c01338d8d51a,正交分解,KnowledgePoint
